Type;Sort;Size;Time(ns)
reverse mass;bubble(Ayverson1) sort;3900;90381540
reverse mass;bubble(Ayverson2) sort;3900;62527790
reverse mass;selection sort;3900;31058960
reverse mass;insertion sort;3900;36321840
reverse mass;binary insertion sort;3900;20339190
reverse mass;counting sort;3900;61640
reverse mass;radix sort;3900;144080
reverse mass;quick sort;3900;11782630
reverse mass;merge sort;3900;1372600
reverse mass;heap sort;3900;585480
reverse mass;shell(Ciur) sort;3900;204890
reverse mass;shell sort;3900;361690
reverse mass;bubble sort;4000;64385790
reverse mass;bubble(Ayverson1) sort;4000;93984700
reverse mass;bubble(Ayverson2) sort;4000;67580170
reverse mass;selection sort;4000;36276110
reverse mass;insertion sort;4000;38033060
reverse mass;binary insertion sort;4000;21113620
reverse mass;counting sort;4000;61970
reverse mass;radix sort;4000;157130
reverse mass;quick sort;4000;13572720
reverse mass;merge sort;4000;2245060
reverse mass;heap sort;4000;650560
reverse mass;shell(Ciur) sort;4000;232560
reverse mass;shell sort;4000;316500
reverse mass;bubble sort;4100;70848470
reverse mass;bubble(Ayverson1) sort;4100;100813080
reverse mass;bubble(Ayverson2) sort;4100;71578360
reverse mass;selection sort;4100;35544150
reverse mass;insertion sort;4100;44840870
reverse mass;binary insertion sort;4100;22415040
reverse mass;counting sort;4100;70700
reverse mass;radix sort;4100;96390
reverse mass;quick sort;4100;13040140
reverse mass;merge sort;4100;1467290
reverse mass;heap sort;4100;620560
reverse mass;shell(Ciur) sort;4100;205430
reverse mass;shell sort;4100;316900
